Booking_ID,Booking_Date,Booking_Time,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,Driver_Rating,Customer_Rating
BK1470,2025-01-11,17:31:58,CUST592,DRV438,IT Park,Airport,18.18,56.02,232.2,UPI,Completed,3.5,3.0
BK1471,2025-06-21,02:58:07,CUST785,DRV605,Mall,Railway Station,12.78,33.26,214.54,Cash,Completed,3.6,3.6
BK1472,2025-01-20,23:46:06,CUST759,DRV336,College,Hospital,19.09,40.02,366.97,Card,Cancelled,,
BK1473,2025-04-29,01:06:52,CUST140,DRV972,Hospital,Hotel,21.6,72.05,361.71,Cash,Completed,4.8,3.4
BK1474,2025-03-22,13:47:07,CUST876,DRV146,Airport,Mall,3.82,9.47,70.12,Cash,Completed,3.1,4.2
BK1475,2025-06-15,05:21:22,CUST736,DRV374,Railway Station,Hotel,24.9,92.41,402.67,Card,Cancelled,,
BK1476,2025-02-16,03:25:25,CUST378,DRV955,Bus Stand,College,3.46,12.67,58.1,Card,Cancelled,,
BK1477,2025-06-16,05:07:08,CUST160,DRV964,Mall,Railway Station,4.64,10.15,89.45,Card,Completed,4.3,4.7
BK1478,2025-06-01,15:51:36,CUST285,DRV725,Bus Stand,Hotel,22.22,69.85,358.62,Cash,Completed,3.9,3.6
BK1479,2025-01-08,21:56:53,CUST233,DRV594,College,Railway Station,12.0,42.57,201.78,Card,Completed,4.8,3.9
BK1480,2025-04-23,01:04:16,CUST112,DRV821,IT Park,Hotel,15.96,52.07,267.07,Cash,Completed,4.4,3.5
BK1481,2025-05-14,22:44:39,CUST777,DRV844,IT Park,College,13.78,30.43,207.75,Card,Completed,4.0,4.3
BK1482,2025-06-19,21:41:24,CUST946,DRV671,Airport,Airport,23.86,76.38,428.26,Cash,Completed,4.0,4.3
BK1483,2025-02-10,16:54:30,CUST990,DRV269,Railway Station,College,3.63,9.11,54.07,Card,Cancelled,,
BK1484,2025-03-03,10:17:03,CUST663,DRV758,Bus Stand,Bus Stand,12.87,26.91,168.86,UPI,Completed,3.6,4.9
BK1485,2025-01-21,14:28:51,CUST190,DRV977,College,College,9.62,28.51,130.53,Card,Completed,4.2,3.6
BK1486,2025-01-31,15:47:41,CUST513,DRV522,Airport,Airport,6.76,20.5,81.42,UPI,Completed,3.0,3.4
BK1487,2025-06-04,19:40:19,CUST675,DRV311,College,Hotel,2.84,6.29,41.78,Card,Cancelled,,
BK1488,2025-01-14,07:54:29,CUST885,DRV734,College,Hotel,20.46,64.33,329.43,Cash,Completed,3.6,4.9
BK1489,2025-04-26,03:06:48,CUST102,DRV449,Hotel,Hospital,11.13,24.2,188.5,Cash,Completed,3.2,3.7
BK1490,2025-05-14,11:44:06,CUST268,DRV604,Mall,Bus Stand,13.67,51.24,218.01,UPI,Completed,4.4,5.0
BK1491,2025-03-07,19:12:12,CUST972,DRV502,IT Park,College,5.02,12.8,76.09,UPI,Completed,3.8,3.8
BK1492,2025-03-28,03:48:26,CUST748,DRV957,Railway Station,College,22.88,78.43,385.83,Card,Completed,3.6,4.6
BK1493,2025-06-18,18:32:08,CUST104,DRV643,Airport,Bus Stand,23.97,87.31,287.94,Cash,Cancelled,,
BK1494,2025-05-04,16:49:58,CUST808,DRV692,Mall,Mall,16.64,34.98,233.97,UPI,Cancelled,,
BK1495,2025-04-10,21:38:38,CUST616,DRV493,Bus Stand,IT Park,3.37,10.81,58.95,Card,Cancelled,,
BK1496,2025-04-12,10:18:28,CUST241,DRV522,Hospital,Hotel,4.63,12.81,72.46,Cash,Completed,3.7,3.2
BK1497,2025-05-22,20:13:12,CUST831,DRV397,Hotel,Mall,11.64,40.77,146.29,Cash,Completed,3.2,3.7
BK1498,2025-06-16,05:32:34,CUST430,DRV827,Railway Station,Hotel,23.66,78.96,412.38,Cash,Completed,3.7,4.2
BK1499,2025-05-03,18:36:42,CUST790,DRV865,Hospital,Bus Stand,2.23,7.3,43.05,UPI,Completed,4.2,4.7
BK1500,2025-05-14,03:01:24,CUST786,DRV157,IT Park,Hospital,18.65,41.8,358.45,UPI,Completed,3.1,4.1
BK1501,2025-03-15,21:16:09,CUST807,DRV903,Hospital,IT Park,5.27,10.66,81.03,Cash,Completed,3.6,4.0
BK1502,2025-01-09,11:52:28,CUST988,DRV791,IT Park,Bus Stand,15.28,31.9,198.4,UPI,Completed,4.1,3.7
BK1503,2025-05-11,22:18:44,CUST490,DRV496,Bus Stand,Hotel,18.77,62.03,352.22,Cash,Completed,4.4,3.9
BK1504,2025-01-14,00:47:16,CUST989,DRV899,College,IT Park,17.48,44.59,252.59,Cash,Completed,4.6,3.9
BK1505,2025-06-30,22:41:23,CUST659,DRV856,IT Park,IT Park,20.36,74.21,384.0,Card,Completed,4.8,3.9
BK1506,2025-04-25,05:43:04,CUST277,DRV852,Railway Station,Bus Stand,9.33,29.52,139.66,UPI,Completed,4.2,4.4
BK1507,2025-04-20,08:35:16,CUST698,DRV966,Hospital,Airport,17.83,49.02,237.76,Card,Completed,3.9,3.3
BK1508,2025-04-30,22:59:09,CUST430,DRV711,Airport,Hospital,22.47,60.48,297.41,Card,Completed,3.1,4.3
BK1509,2025-05-27,17:22:04,CUST425,DRV638,IT Park,Mall,16.65,44.64,209.35,Cash,Completed,3.8,3.6
BK1510,2025-01-18,16:10:26,CUST513,DRV194,Hotel,IT Park,17.57,56.43,262.09,UPI,Completed,3.4,5.0
BK1511,2025-06-19,10:21:23,CUST870,DRV733,College,Airport,12.44,42.0,163.27,UPI,Completed,4.0,3.1
BK1512,2025-06-21,11:28:15,CUST728,DRV736,IT Park,Airport,13.63,53.54,205.45,Cash,Cancelled,,
BK1513,2025-03-24,12:58:50,CUST495,DRV362,Hospital,Airport,2.9,5.98,43.8,Cash,Cancelled,,
BK1514,2025-04-06,16:51:32,CUST144,DRV403,IT Park,Hotel,5.68,11.63,102.52,Cash,Completed,3.9,3.6
BK1515,2025-01-22,03:10:49,CUST107,DRV741,Railway Station,IT Park,22.7,50.67,445.99,Cash,Completed,3.6,4.8
BK1516,2025-06-11,06:55:43,CUST206,DRV310,Bus Stand,Railway Station,15.87,57.98,315.37,Cash,Completed,3.6,4.9
BK1517,2025-06-25,04:01:29,CUST138,DRV189,Railway Station,Airport,10.96,30.37,161.37,UPI,Completed,4.1,3.3
BK1518,2025-03-06,17:04:36,CUST364,DRV517,Bus Stand,College,14.74,45.45,266.72,Cash,Completed,4.7,3.9
BK1519,2025-04-14,13:20:01,CUST221,DRV647,Airport,Railway Station,8.95,22.54,121.34,Cash,Completed,3.1,3.7
BK1520,2025-05-30,01:44:54,CUST614,DRV208,Hospital,Hospital,8.22,32.33,135.31,Cash,Completed,3.7,4.2
BK1521,2025-01-23,09:48:59,CUST504,DRV941,Airport,College,5.2,15.02,88.45,UPI,Completed,4.0,3.8
BK1522,2025-05-17,07:08:47,CUST916,DRV969,Hospital,Mall,24.86,93.49,422.3,Card,Completed,4.1,4.2
BK1523,2025-06-23,23:41:23,CUST111,DRV666,Mall,Railway Station,6.63,18.5,81.65,UPI,Cancelled,,
BK1524,2025-01-02,18:38:25,CUST187,DRV412,IT Park,Hotel,12.94,39.93,178.86,UPI,Completed,4.9,4.8
BK1525,2025-04-16,20:54:32,CUST288,DRV326,Hospital,IT Park,18.61,57.07,352.84,UPI,Completed,3.3,4.6
BK1526,2025-02-16,21:51:36,CUST971,DRV869,College,Railway Station,4.87,17.48,69.18,Card,Cancelled,,
BK1527,2025-06-21,02:16:06,CUST694,DRV598,Hotel,Hotel,22.17,86.2,292.43,UPI,Completed,3.9,5.0
BK1528,2025-06-21,20:15:06,CUST171,DRV298,Hotel,College,13.12,48.9,219.23,Card,Completed,3.8,3.6
BK1529,2025-03-26,19:42:19,CUST256,DRV679,Hotel,Hotel,6.67,23.5,100.67,Card,Completed,4.0,4.0
BK1530,2025-02-13,00:20:15,CUST829,DRV857,Bus Stand,Hospital,15.28,57.01,303.25,Card,Completed,3.8,4.7
BK1531,2025-02-04,21:46:21,CUST573,DRV556,Hotel,Hospital,19.58,61.62,384.72,Card,Cancelled,,
BK1532,2025-05-22,03:11:41,CUST961,DRV387,Mall,IT Park,6.61,14.66,124.48,Card,Completed,3.9,4.7
BK1533,2025-06-10,02:46:04,CUST969,DRV619,Airport,Bus Stand,22.54,47.9,429.79,Cash,Cancelled,,
BK1534,2025-02-24,01:35:16,CUST652,DRV583,Mall,Hotel,12.31,37.19,209.43,Card,Completed,4.9,3.0
BK1535,2025-02-27,18:46:54,CUST575,DRV613,Railway Station,Bus Stand,12.97,43.78,230.63,Card,Completed,4.4,3.3
BK1536,2025-05-09,00:42:15,CUST925,DRV728,Mall,Mall,8.89,24.16,163.89,Card,Completed,3.6,3.4
BK1537,2025-02-10,05:36:36,CUST249,DRV853,College,Hotel,24.02,48.47,479.98,UPI,Completed,4.4,4.7
BK1538,2025-02-26,15:14:04,CUST339,DRV143,IT Park,Hotel,8.78,17.81,157.19,Card,Completed,4.7,4.5
BK1539,2025-05-01,14:56:02,CUST764,DRV431,Railway Station,Hospital,5.29,18.55,96.02,Cash,Completed,4.3,4.5
BK1540,2025-03-09,18:34:36,CUST769,DRV487,Hotel,Railway Station,21.46,69.26,272.73,Cash,Completed,4.0,3.2
BK1541,2025-03-06,12:58:14,CUST461,DRV936,Hotel,College,11.37,32.0,142.44,Card,Completed,3.7,3.2
BK1542,2025-06-04,00:32:56,CUST269,DRV335,Railway Station,Hospital,20.59,80.21,258.99,UPI,Completed,4.9,4.0
BK1543,2025-02-08,05:10:23,CUST936,DRV221,IT Park,Bus Stand,8.89,19.15,142.28,Card,Completed,4.6,4.4
BK1544,2025-01-30,15:43:30,CUST704,DRV265,Bus Stand,Airport,3.16,6.78,48.1,UPI,Completed,3.6,3.5
BK1545,2025-01-12,04:36:37,CUST744,DRV624,Airport,Mall,8.46,30.51,164.41,UPI,Completed,3.8,4.8
BK1546,2025-02-12,08:59:11,CUST515,DRV713,Airport,Hospital,9.39,27.73,129.66,UPI,Completed,4.3,5.0
BK1547,2025-02-25,14:38:30,CUST274,DRV324,Bus Stand,Mall,15.88,43.12,272.86,Cash,Cancelled,,
BK1548,2025-02-16,19:42:32,CUST841,DRV802,Hotel,College,4.83,18.24,77.4,Cash,Completed,3.9,4.2
BK1549,2025-06-01,02:14:24,CUST211,DRV116,IT Park,Bus Stand,16.37,35.09,285.84,UPI,Completed,3.5,4.4
BK1550,2025-06-05,03:11:30,CUST714,DRV139,Railway Station,Railway Station,20.92,75.48,343.51,Card,Cancelled,,
BK1551,2025-06-18,04:57:38,CUST101,DRV893,Bus Stand,Bus Stand,13.96,31.91,254.11,Card,Completed,3.5,4.0
BK1552,2025-01-12,22:33:27,CUST921,DRV593,Bus Stand,Hotel,8.54,19.37,145.49,Cash,Completed,3.1,4.5
BK1553,2025-06-28,18:06:27,CUST588,DRV884,IT Park,Railway Station,9.3,18.6,149.63,Card,Completed,3.1,3.6
BK1554,2025-06-03,17:26:16,CUST826,DRV861,Airport,Railway Station,18.26,38.81,341.73,Cash,Completed,3.0,3.5
BK1555,2025-01-02,12:41:13,CUST423,DRV518,Hotel,Railway Station,19.04,50.12,244.0,UPI,Completed,3.7,3.5
BK1556,2025-04-20,20:37:16,CUST648,DRV533,Hotel,Hospital,21.38,56.16,391.5,Cash,Completed,4.8,3.9
BK1557,2025-04-12,06:26:35,CUST594,DRV283,Hotel,College,22.93,63.16,452.01,Card,Completed,3.2,4.4
BK1558,2025-03-20,18:22:49,CUST853,DRV241,Railway Station,IT Park,13.36,37.08,227.94,Card,Completed,4.4,3.0
BK1559,2025-06-29,05:06:13,CUST904,DRV446,Airport,Mall,5.84,20.01,101.21,Card,Completed,4.9,4.5
BK1560,2025-06-12,00:51:05,CUST582,DRV714,Bus Stand,Railway Station,23.87,81.28,343.36,UPI,Completed,3.2,4.6
BK1561,2025-03-09,07:23:05,CUST841,DRV493,Bus Stand,Hospital,16.82,35.26,250.29,Cash,Completed,4.9,4.0
BK1562,2025-06-02,01:49:52,CUST606,DRV549,Airport,IT Park,11.95,34.84,163.37,Cash,Completed,3.7,3.7
BK1563,2025-05-13,09:12:02,CUST622,DRV628,IT Park,Mall,3.2,11.31,49.06,Cash,Completed,4.6,4.7
BK1564,2025-01-10,11:15:41,CUST261,DRV188,Hospital,Bus Stand,6.88,22.81,108.55,Card,Completed,4.8,3.4
BK1565,2025-06-21,12:25:37,CUST115,DRV854,Railway Station,Railway Station,17.59,56.56,252.63,Cash,Completed,3.3,4.3
BK1566,2025-03-14,23:53:35,CUST456,DRV455,Hospital,IT Park,18.99,49.97,325.84,Cash,Cancelled,,
BK1567,2025-02-19,14:59:25,CUST367,DRV279,Bus Stand,Railway Station,11.09,38.0,150.75,Cash,Completed,4.8,3.6
BK1568,2025-01-19,16:18:21,CUST922,DRV625,Hospital,Hospital,10.46,22.14,134.85,Cash,Cancelled,,
BK1569,2025-04-24,12:36:30,CUST875,DRV447,College,College,13.86,35.14,258.96,Cash,Completed,3.0,3.8
BK1570,2025-01-08,15:07:16,CUST748,DRV907,IT Park,IT Park,9.76,19.9,126.83,Card,Completed,3.8,4.0
BK1571,2025-04-16,11:33:34,CUST952,DRV369,IT Park,Hospital,11.3,34.6,189.4,UPI,Completed,3.0,3.9
BK1572,2025-04-13,21:47:52,CUST667,DRV282,College,Hotel,24.16,73.4,420.88,Card,Completed,3.6,4.5
BK1573,2025-02-25,18:17:11,CUST799,DRV294,College,IT Park,19.78,60.18,391.8,UPI,Cancelled,,
BK1574,2025-03-03,08:13:14,CUST355,DRV956,Hotel,Mall,4.89,9.95,88.81,UPI,Completed,4.6,3.2
BK1575,2025-01-31,02:43:42,CUST106,DRV882,Airport,College,8.11,16.5,116.35,Card,Completed,4.5,4.0
BK1576,2025-06-08,10:31:57,CUST688,DRV989,Hospital,College,10.01,27.46,120.23,UPI,Cancelled,,
BK1577,2025-05-11,08:25:14,CUST231,DRV155,Bus Stand,College,8.9,29.31,176.16,Cash,Completed,4.7,3.0
BK1578,2025-01-09,16:22:25,CUST894,DRV278,College,Railway Station,22.67,80.85,413.57,Cash,Cancelled,,
BK1579,2025-05-13,14:20:44,CUST790,DRV315,Bus Stand,Railway Station,12.53,35.03,180.72,Card,Completed,3.1,3.5
BK1580,2025-04-03,19:55:16,CUST369,DRV342,Hospital,College,7.67,22.77,137.9,Cash,Completed,3.9,3.1
BK1581,2025-03-29,11:11:31,CUST529,DRV817,Hotel,Hotel,24.03,93.37,439.3,Card,Completed,5.0,4.1
BK1582,2025-03-13,14:11:36,CUST689,DRV802,IT Park,Railway Station,24.14,51.93,360.3,Cash,Completed,3.5,3.4
BK1583,2025-03-11,07:35:27,CUST300,DRV249,Mall,College,5.24,17.0,95.63,UPI,Cancelled,,
BK1584,2025-02-15,13:31:08,CUST969,DRV745,Hotel,College,15.3,35.1,282.88,Card,Cancelled,,
BK1585,2025-03-06,17:54:36,CUST201,DRV807,Mall,Airport,16.63,46.17,289.25,UPI,Completed,3.5,3.7
BK1586,2025-03-07,15:53:40,CUST862,DRV442,Hospital,Hotel,23.1,59.62,364.05,Card,Completed,4.8,4.4
BK1587,2025-05-24,17:59:51,CUST120,DRV521,Railway Station,Hotel,3.43,7.87,41.38,Cash,Completed,4.3,3.9
BK1588,2025-06-05,06:36:36,CUST651,DRV278,Hospital,Hotel,5.09,19.93,82.65,Card,Completed,3.5,4.0
BK1589,2025-06-22,16:31:49,CUST180,DRV490,Hospital,College,17.63,37.95,250.3,Cash,Completed,4.6,3.9
BK1590,2025-02-07,05:40:51,CUST531,DRV746,Bus Stand,Railway Station,14.57,41.75,179.96,UPI,Cancelled,,
BK1591,2025-02-11,10:14:20,CUST398,DRV827,Hospital,Bus Stand,5.81,16.8,79.44,Card,Completed,3.1,4.7
BK1592,2025-04-24,11:47:37,CUST561,DRV523,Mall,Mall,24.57,88.12,462.66,UPI,Completed,3.5,4.9
BK1593,2025-02-02,23:15:42,CUST861,DRV817,Railway Station,IT Park,6.53,25.49,130.33,UPI,Completed,4.4,5.0
BK1594,2025-04-12,03:06:04,CUST584,DRV661,Airport,Airport,15.1,38.04,233.99,Card,Cancelled,,
BK1595,2025-05-15,02:06:16,CUST186,DRV770,Bus Stand,Hospital,15.65,33.59,265.72,UPI,Completed,5.0,3.4
BK1596,2025-03-05,23:18:28,CUST234,DRV639,Mall,Airport,20.23,77.19,395.49,UPI,Completed,4.9,4.0
BK1597,2025-06-19,11:55:58,CUST587,DRV578,Hospital,College,24.48,86.04,325.42,UPI,Completed,4.0,4.4
BK1598,2025-06-28,17:11:37,CUST746,DRV866,Bus Stand,Hospital,7.69,25.23,133.29,Card,Completed,3.3,4.1
BK1599,2025-05-04,17:14:51,CUST415,DRV474,Bus Stand,Hospital,19.75,59.21,238.91,UPI,Completed,3.0,3.7
BK1600,2025-03-19,00:00:33,CUST968,DRV239,Hotel,Hospital,23.3,57.26,397.85,Card,Completed,3.4,3.6
BK1601,2025-05-17,00:44:59,CUST873,DRV588,Hospital,Airport,21.5,74.34,274.41,Card,Completed,3.9,3.1
BK1602,2025-03-16,19:14:50,CUST482,DRV293,Bus Stand,Bus Stand,13.06,43.42,169.1,Card,Completed,3.6,3.8
BK1603,2025-03-05,05:45:47,CUST948,DRV487,IT Park,Hospital,23.15,92.29,286.12,UPI,Completed,4.5,3.7
BK1604,2025-04-19,20:15:33,CUST727,DRV926,Hospital,Hospital,11.03,38.7,213.4,Cash,Completed,4.9,4.2
BK1605,2025-05-17,08:26:12,CUST286,DRV239,Hospital,Railway Station,10.21,36.5,143.02,Cash,Cancelled,,
BK1606,2025-04-27,19:28:17,CUST603,DRV292,Hotel,Airport,14.97,40.68,258.28,UPI,Completed,3.5,3.4
BK1607,2025-01-13,17:01:11,CUST388,DRV375,Mall,College,23.12,50.95,371.02,Cash,Cancelled,,
BK1608,2025-01-03,07:05:09,CUST322,DRV450,Bus Stand,Hospital,7.08,14.71,87.0,Card,Completed,3.4,4.7
BK1609,2025-04-06,14:44:50,CUST182,DRV963,Mall,Airport,8.5,33.16,141.55,Card,Completed,3.9,4.2
BK1610,2025-04-11,02:34:30,CUST961,DRV356,Bus Stand,Airport,13.88,48.82,197.93,UPI,Completed,3.7,4.8
BK1611,2025-03-05,12:49:28,CUST134,DRV303,College,Railway Station,23.77,89.97,365.0,Cash,Completed,4.6,4.0
BK1612,2025-06-20,06:30:24,CUST419,DRV430,Mall,Airport,13.44,32.38,224.84,Cash,Completed,3.4,3.7
BK1613,2025-05-21,16:07:16,CUST405,DRV303,Hotel,Airport,21.67,52.31,272.38,Cash,Completed,3.1,4.9
BK1614,2025-02-25,03:15:40,CUST115,DRV271,Hospital,Railway Station,13.66,38.51,252.53,Card,Completed,4.7,3.7
BK1615,2025-03-04,00:02:37,CUST586,DRV804,Mall,Hotel,17.95,63.58,309.41,UPI,Completed,3.3,4.8
BK1616,2025-03-05,05:31:05,CUST446,DRV877,Airport,Airport,14.4,36.94,221.79,Card,Completed,3.1,3.3
BK1617,2025-06-15,04:44:34,CUST228,DRV599,IT Park,Hotel,19.61,39.22,300.67,Cash,Completed,4.0,3.1
BK1618,2025-06-15,11:51:57,CUST297,DRV121,Bus Stand,Hotel,24.38,59.79,351.89,Cash,Completed,3.6,3.5
BK1619,2025-02-04,08:57:02,CUST548,DRV672,Hospital,College,2.03,7.02,40.06,UPI,Completed,3.4,4.3
BK1620,2025-05-26,05:34:22,CUST579,DRV381,Mall,Railway Station,19.06,70.46,293.16,Cash,Completed,3.6,3.7
BK1621,2025-02-09,14:18:52,CUST475,DRV564,Airport,Bus Stand,18.39,66.82,247.4,Cash,Completed,3.7,4.8
BK1622,2025-02-17,00:39:54,CUST735,DRV344,Hotel,Railway Station,20.55,81.58,370.6,Cash,Completed,3.8,4.2
BK1623,2025-05-18,12:12:33,CUST884,DRV664,Mall,Hospital,17.2,37.1,281.32,Card,Completed,4.4,3.3
BK1624,2025-04-15,20:20:07,CUST774,DRV168,Airport,Mall,19.95,63.19,391.37,UPI,Completed,3.1,3.5
BK1625,2025-01-09,06:06:31,CUST132,DRV684,Bus Stand,College,15.84,41.08,280.61,Cash,Completed,4.5,3.2
BK1626,2025-06-09,22:37:16,CUST326,DRV720,Railway Station,Airport,13.82,41.71,206.67,UPI,Completed,4.9,4.7
BK1627,2025-06-17,15:59:56,CUST579,DRV920,Airport,Hotel,18.04,61.85,283.11,Cash,Completed,4.8,4.4
BK1628,2025-04-17,11:50:45,CUST731,DRV372,Airport,Railway Station,18.77,69.89,266.39,Card,Completed,4.6,3.4
BK1629,2025-01-20,06:33:06,CUST336,DRV644,Bus Stand,IT Park,9.94,26.55,197.09,UPI,Completed,4.7,4.4
BK1630,2025-05-15,21:15:36,CUST283,DRV671,Bus Stand,Railway Station,18.72,58.48,366.48,Cash,Completed,4.0,3.8
BK1631,2025-05-28,11:43:29,CUST537,DRV206,Mall,Mall,5.75,20.54,102.78,Cash,Completed,3.8,3.1
BK1632,2025-04-13,16:21:42,CUST714,DRV553,Hotel,Hotel,21.3,43.09,375.51,Cash,Completed,4.9,3.9
BK1633,2025-03-25,11:26:48,CUST945,DRV843,Hotel,IT Park,7.4,25.23,137.17,Cash,Completed,4.1,4.9
BK1634,2025-05-20,06:24:49,CUST862,DRV360,Hotel,College,3.19,9.6,56.61,Card,Completed,4.7,3.4
BK1635,2025-04-12,00:46:02,CUST710,DRV116,Mall,Hospital,20.4,63.35,309.52,UPI,Cancelled,,
BK1636,2025-03-18,07:13:54,CUST890,DRV941,Hospital,Mall,5.03,18.76,66.69,UPI,Completed,3.6,3.6
BK1637,2025-01-10,14:22:09,CUST475,DRV696,IT Park,IT Park,22.04,73.73,404.95,Card,Completed,3.5,4.2
BK1638,2025-03-18,02:36:25,CUST322,DRV851,Railway Station,Hotel,15.15,55.53,291.62,Card,Completed,3.0,4.3
BK1639,2025-02-14,15:52:57,CUST690,DRV939,Railway Station,Hospital,3.19,9.88,45.62,UPI,Completed,3.6,3.7
BK1640,2025-05-28,12:05:49,CUST889,DRV442,Hotel,Bus Stand,16.29,43.46,290.97,Card,Completed,3.8,3.1
BK1641,2025-01-31,07:47:41,CUST111,DRV749,Bus Stand,Airport,20.03,51.51,309.71,Card,Completed,4.4,3.7
BK1642,2025-05-15,01:20:34,CUST434,DRV614,IT Park,Mall,3.3,9.07,64.53,UPI,Completed,4.3,4.3
BK1643,2025-06-22,23:25:28,CUST689,DRV616,Railway Station,IT Park,16.54,39.66,253.83,Card,Completed,4.5,3.2
BK1644,2025-03-16,12:09:08,CUST587,DRV685,Airport,Bus Stand,8.39,21.42,129.68,Card,Completed,5.0,3.1
BK1645,2025-01-22,12:32:27,CUST233,DRV880,Mall,College,13.93,32.86,275.33,Cash,Completed,3.2,3.8
BK1646,2025-02-20,15:25:41,CUST674,DRV730,IT Park,IT Park,18.97,64.67,291.79,UPI,Completed,3.7,3.8
BK1647,2025-03-10,13:20:43,CUST191,DRV215,Bus Stand,Bus Stand,8.08,19.48,128.18,Card,Cancelled,,
BK1648,2025-03-31,06:20:22,CUST124,DRV888,Hospital,Mall,8.18,21.06,141.14,Card,Completed,4.9,4.2
BK1649,2025-06-07,14:39:09,CUST937,DRV339,IT Park,Hotel,3.77,8.11,73.93,UPI,Completed,3.6,3.2
BK1650,2025-01-22,03:47:03,CUST735,DRV251,Hospital,Airport,15.78,51.24,271.23,Card,Completed,3.5,3.0
BK1651,2025-06-27,03:19:28,CUST439,DRV314,IT Park,IT Park,24.2,60.54,421.28,Cash,Completed,4.4,4.2
BK1652,2025-05-14,08:35:30,CUST244,DRV811,Airport,Bus Stand,9.2,23.39,154.39,Cash,Completed,4.7,4.9
BK1653,2025-06-19,16:02:16,CUST390,DRV305,Hospital,Airport,4.44,10.25,86.84,Card,Completed,4.5,4.8
BK1654,2025-06-17,00:04:24,CUST778,DRV972,Hotel,Railway Station,6.66,21.15,117.28,UPI,Completed,4.4,3.8
BK1655,2025-03-16,20:24:14,CUST620,DRV826,Railway Station,Hotel,2.35,7.44,32.96,Card,Cancelled,,
BK1656,2025-06-02,17:05:11,CUST568,DRV674,Airport,Airport,12.36,48.39,187.78,UPI,Completed,4.7,3.4
BK1657,2025-05-16,09:21:31,CUST260,DRV118,Hotel,Hotel,17.47,69.08,223.88,Card,Completed,3.0,3.9
BK1658,2025-06-10,09:15:32,CUST163,DRV740,Hospital,Bus Stand,4.13,14.44,79.78,UPI,Completed,3.9,3.5
BK1659,2025-05-23,08:14:09,CUST502,DRV772,Mall,Railway Station,11.99,41.33,144.75,Cash,Completed,4.2,4.2
BK1660,2025-04-08,16:43:39,CUST802,DRV332,Bus Stand,IT Park,16.67,41.41,295.27,Cash,Cancelled,,
BK1661,2025-02-09,13:19:58,CUST559,DRV655,Mall,IT Park,4.1,9.83,77.98,Cash,Completed,4.5,3.0
BK1662,2025-02-05,18:34:43,CUST983,DRV241,Hospital,Mall,7.71,18.73,109.22,Card,Completed,3.5,3.1
BK1663,2025-02-07,20:59:36,CUST425,DRV169,Railway Station,Mall,12.56,43.53,211.68,Card,Cancelled,,
BK1664,2025-02-07,23:01:48,CUST523,DRV521,Hospital,College,17.48,37.8,342.82,Cash,Completed,4.7,4.6
BK1665,2025-06-13,23:17:09,CUST209,DRV234,Mall,Airport,20.93,80.9,342.29,Cash,Completed,3.4,4.2
BK1666,2025-06-07,08:38:36,CUST710,DRV337,IT Park,Airport,19.09,66.35,308.72,Card,Completed,3.1,3.7
BK1667,2025-01-21,22:49:30,CUST966,DRV719,College,Hotel,23.18,73.46,377.99,UPI,Completed,3.5,3.7
BK1668,2025-04-10,15:30:08,CUST331,DRV133,Bus Stand,Airport,22.59,75.29,413.38,Card,Completed,3.9,4.3
BK1669,2025-04-16,07:47:42,CUST875,DRV309,Railway Station,Mall,7.71,26.3,118.89,Card,Cancelled,,
BK1670,2025-06-07,15:44:20,CUST352,DRV537,Bus Stand,Airport,12.18,40.18,237.39,Cash,Cancelled,,
BK1671,2025-04-08,23:20:25,CUST860,DRV685,Airport,Railway Station,3.47,12.66,49.76,Card,Completed,3.9,3.0
BK1672,2025-04-27,01:56:15,CUST505,DRV852,Airport,Bus Stand,8.92,26.81,111.05,Cash,Completed,4.0,4.9
BK1673,2025-06-11,01:12:18,CUST411,DRV892,Hospital,College,4.42,15.6,67.53,UPI,Completed,4.3,3.5
BK1674,2025-04-19,09:39:58,CUST629,DRV245,College,College,5.67,13.16,71.24,UPI,Completed,3.4,4.3
BK1675,2025-05-09,03:11:49,CUST812,DRV659,Mall,Bus Stand,22.28,80.84,389.48,Card,Completed,3.2,3.6
BK1676,2025-03-24,14:01:11,CUST829,DRV306,College,Railway Station,9.13,22.82,147.18,Card,Completed,4.1,3.7
BK1677,2025-03-24,22:41:58,CUST267,DRV835,Railway Station,Railway Station,10.14,37.08,185.71,UPI,Completed,3.6,4.8
BK1678,2025-06-30,14:40:23,CUST824,DRV493,Mall,Bus Stand,23.91,63.44,354.71,Cash,Completed,4.0,4.9
BK1679,2025-04-08,01:49:10,CUST679,DRV992,Mall,Mall,22.16,48.87,335.54,UPI,Cancelled,,
BK1680,2025-02-15,22:03:26,CUST847,DRV887,College,Hospital,14.73,44.28,199.6,Cash,Completed,4.7,4.4
BK1681,2025-02-16,03:57:08,CUST103,DRV737,Hospital,Airport,21.27,79.07,382.58,Card,Cancelled,,
BK1682,2025-05-08,15:34:51,CUST605,DRV343,IT Park,College,12.1,38.98,160.72,Card,Completed,4.3,3.4
BK1683,2025-04-15,14:05:38,CUST350,DRV660,Hospital,IT Park,17.96,44.17,232.41,UPI,Completed,3.3,3.0
BK1684,2025-02-17,04:03:41,CUST248,DRV974,Airport,Hospital,18.53,64.2,298.69,Card,Completed,3.3,3.2
